Orthogroup	C_albicans	C_auris	C_glabrata	C_nivariensis	C_parapsilosis	K_lactis	L_kluyveri	N_bacillisporus	S_cerevisiae	Y_lipolytica
OG0008150									"YHR199C-A NBL1 SGDID_S000029704_ Chr VIII from 498719-498571_498859-498787_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Subunit of the conserved chromosomal passenger complex _CPC_; complex regulates mitotic chromosome segregation; not required for the kinase activity of the complex; mediates the interaction of Sli15p and Bir1p; other complex members are Ipl1p_ Sli15p_ and Bir1p"""	
OG0008151									"YHR213W-A YHR213W-A SGDID_S000028651_ Chr VIII from 540549-540782_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; identified by gene-trapping_ microarray-based expression analysis_ and genome-wide homology searching"""	
OG0008152									"YIL165C YIL165C SGDID_S000001427_ Chr IX from 34077-33718_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; mutant exhibits mitophagy defects; in closely related species and other S. cerevisiae strain backgrounds YIL165C and adjacent ORF_ YIL164C_ likely constitute a single ORF encoding a nitrilase gene"""	
OG0008153									"YIL163C YIL163C SGDID_S000001425_ Chr IX from 37252-36899_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Protein of unknown function; mRNA identified as translated by ribosome profiling data"""	
OG0008154									"YIL156W-A YIL156W-A SGDID_S000028797_ Chr IX from 47292-47693_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; overlaps ORF COA1/YIL157C"""	
OG0008155									"YIL152W VPR1 SGDID_S000001414_ Chr IX from 56545-57252_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function"""	
OG0008156									"YIL142C-A YIL142C-A SGDID_S000028796_ Chr IX from 83540-83208_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; overlaps ORF CCT2/YIL142W"""	
OG0008157									"YIL141W YIL141W SGDID_S000001403_ Chr IX from 85053-85442_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data"""	
OG0008158									"YIL134C-A YIL134C-A SGDID_S000028556_ Chr IX from 96725-96522_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; identified by fungal homology and RT-PCR"""	
OG0008159									"YIL115W-A YIL115W-A SGDID_S000028795_ Chr IX from 144268-144639_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; overlaps the verified gene NUP159/YIL115C"""	
OG0008160									"YIL114C POR2 SGDID_S000001376_ Chr IX from 149988-149143_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Putative mitochondrial porin _voltage-dependent anion channel_; not required for mitochondrial membrane permeability or mitochondrial osmotic stability; POR2 has a paralog_ POR1_ that arose from the whole genome duplication"""	
OG0008161									"YIL105W-A YIL105W-A SGDID_S000028657_ Chr IX from 167664-167804_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Protein of unknown function; completely overlaps the verified gene SLM1; identified by gene-trapping_ microarray-based expression analysis_ and genome-wide homology searching; mRNA identified as translated by ribosome profiling data"""	
OG0008162									"YIL100C-A YIL100C-A SGDID_S000028794_ Chr IX from 177681-177343_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data"""	
OG0008163									"YIL100W YIL100W SGDID_S000001362_ Chr IX from 177373-177726_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; completely overlaps the dubious ORF YIL100C-A"""	
OG0008164									"YIL092W YIL092W SGDID_S000001354_ Chr IX from 189066-190967_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; green fluorescent protein _GFP_-fusion protein localizes to the cytoplasm and to the nucleus"""	
OG0008165									"YIL086C YIL086C SGDID_S000001348_ Chr IX from 200461-200153_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; conserved across S. cerevisiae strains"""	
OG0008166									"YIL071W-A YIL071W-A SGDID_S000028793_ Chr IX from 228550-229026_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; almost completely overlaps ORF PCI8/YIL071C"""	
OG0008167									"YIL068W-A YIL068W-A SGDID_S000028792_ Chr IX from 233013-233396_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; almost completely overlaps ORF SEC6/YIL068C"""	
OG0008168									"YIL066W-A YIL066W-A SGDID_S000028791_ Chr IX from 237366-237809_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; almost completely overlaps ORF YIL067C"""	
OG0008169									"YIL059C YIL059C SGDID_S000001321_ Chr IX from 246915-246550_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein of unknown function; has predicted signal peptide cleavage site in  non-enzymatic end; located adjacent and on opposite strand to a Ty2 LTR_ suggesting horizontal transfer; partially overlaps uncharacterized ORF YIL060W"""	
OG0008170									"YIL058W YIL058W SGDID_S000001320_ Chr IX from 246914-247198_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data"""	
OG0008171									"YIL054W YIL054W SGDID_S000001316_ Chr IX from 254543-254860_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Protein of unknown function; expressed at both mRNA and protein levels"""	
OG0008172									"YIL047C-A YIL047C-A SGDID_S000028790_ Chr IX from 265467-265099_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; almost completely overlaps ORF SYG1/YIL047C"""	
OG0008173									"YIL046W-A YIL046W-A SGDID_S000028836_ Chr IX from 268309-268473_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; identified by expression profiling and mass spectrometry"""	
OG0008174									"YIL032C YIL032C SGDID_S000001294_ Chr IX from 292317-291961_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data"""	
OG0008175									"YIL030W-A YIL030W-A SGDID_S000028789_ Chr IX from 295565-295903_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; partially overlaps ORF ULP2/YIL031W"""	
OG0008176									"YIL029W-A YIL029W-A SGDID_S000028788_ Chr IX from 299735-300106_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; almost completely overlaps ORF SSM4/YIL030C"""	
OG0008177									"YIL028W YIL028W SGDID_S000001290_ Chr IX from 302100-302498_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data"""	
OG0008178									"YIL025C YIL025C SGDID_S000001287_ Chr IX from 308575-308201_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data"""	
OG0008179									"YIL021C-A YIL021C-A SGDID_S000028656_ Chr IX from 313468-313199_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; completely overlaps verified gene RPB3/YIL021W; identified by gene-trapping_ expression analysis_ and genome-wide homology searching"""	
OG0008180									"YIL020C-A YIL020C-A SGDID_S000028787_ Chr IX from 314051-313713_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; completely overlaps origin of replication ARS918_ partially overlaps ORF RPB3/YIL021W"""	
OG0008181									"YIL012W YIL012W SGDID_S000001274_ Chr IX from 333011-333352_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; conserved across S. cerevisiae strains"""	
OG0008182									"YIL002W-A CMI7 SGDID_S000028835_ Chr IX from 350301-350510_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative mitochondrial protein of unknown function; identified by expression profiling and mass spectrometry"""	
OG0008183									"YIR017W-A YIR017W-A SGDID_S000028799_ Chr IX from 383566-384165_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data"""	
OG0008184									"YIR018C-A YIR018C-A SGDID_S000028837_ Chr IX from 385701-385564_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; identified by expression profiling and mass spectrometry"""	
OG0008185									"YIR020C YIR020C SGDID_S000001459_ Chr IX from 394557-394255_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Protein of unknown function; mRNA identified as translated by ribosome profiling data; SWAT-GFP fusion protein localizes to the endoplasmic reticulum"""	
OG0008186									"YIR020W-A YIR020W-A SGDID_S000007241_ Chr IX from 394917-395159_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data"""	
OG0008187									"YIR020C-B YIR020C-B SGDID_S000028800_ Chr IX from 397949-397215_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; partially overlaps verified ORF MRS1"""	
OG0008188									"YIR021W MRS1 SGDID_S000001460_ Chr IX from 397294-398385_ Genome Release 64-5-1_ Verified ORF_ ""Splicing protein; required for splicing of two mitochondrial group I introns _BI3 in COB and AI5beta in COX1_; forms a splicing complex_ containing four subunits of Mrs1p and two subunits of the BI3-encoded maturase_ that binds to the BI3 RNA; MRS1 has a paralog_ CCE1_ that arose from the whole genome duplication"""	
OG0008189									"YIR021W-A YIR021W-A SGDID_S000028838_ Chr IX from 398514-398726_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; identified by expression profiling and mass spectrometry"""	
OG0008190									"YIR023C-A YIR023C-A SGDID_S000028801_ Chr IX from 402706-402383_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; almost completely overlaps ORF DAL81/YIR023W"""	
OG0008191									"YIR030W-A YIR030W-A SGDID_S000028802_ Chr IX from 412899-413282_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; overlaps ORF DAL7/YIR031C"""	
OG0008192									"YIR036W-A YIR036W-A SGDID_S000028803_ Chr IX from 422635-423036_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; overlaps ORF IRC24/YIR036C"""	
OG0008193									"YJL217W REE1 SGDID_S000003753_ Chr X from 23133-23729_ Genome Release 64-5-1_ Verified ORF_ ""Cytoplasmic protein involved in the regulation of enolase _ENO1_; mRNA expression is induced by calcium shortage_ copper deficiency _via Mac1p_ and the presence of galactose _via Gal4p_; mRNA expression is also regulated by the cell cycle"""	
OG0008194									"YJL215C YJL215C SGDID_S000003751_ Chr X from 26771-26412_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data"""	
OG0008195									"YJL213W YJL213W SGDID_S000003749_ Chr X from 32163-33158_ Genome Release 64-5-1_ Verified ORF_ ""Protein of unknown function that may interact with ribosomes; periodically expressed during the yeast metabolic cycle; phosphorylated in vitro by the mitotic exit network _MEN_ kinase complex_ Dbf2p/Mob1p"""	
