Orthogroup	C_glabrata	S_cerevisiae
OG0002215	QNG12996.1 uncharacterized protein GWK60_D05621 [Nakaseomyces glabratus]	"YBR251W MRPS5 SGDID_S000000455_ Chr II from 721390-722313_ Genome Release 64-5-1_ Verified ORF_ ""Mitochondrial ribosomal protein of the small subunit"""
OG0002216	QNG17132.1 uncharacterized protein GWK60_M09713 [Nakaseomyces glabratus]	"YLR287C YLR287C SGDID_S000004277_ Chr XII from 712058-710991_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; green fluorescent protein _GFP_-fusion protein localizes to the cytoplasm; YLR287C is not an essential gene"""
OG0002217	QNG16578.1 uncharacterized protein GWK60_L14421 [Nakaseomyces glabratus]	"YOR067C ALG8 SGDID_S000005593_ Chr XV from 453462-451729_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Glucosyl transferase; involved in N-linked glycosylation; adds glucose to the dolichol-linked oligosaccharide precursor prior to transfer to protein during lipid-linked oligosaccharide biosynthesis; similar to Alg6p; human homolog ALG8 can complement yeast null mutant"""
OG0002218	QNG15522.1 uncharacterized protein GWK60_K02871 [Nakaseomyces glabratus]	"YMR071C TVP18 SGDID_S000004675_ Chr XIII from 411265-410762_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Integral membrane protein; localized to late Golgi vesicles along with the v-SNARE Tlg2p; may interact with ribosomes_ based on co-purification experiments; may have a role in intracellular sterol transport"""
OG0002219	QNG15195.1 uncharacterized protein GWK60_J07315 [Nakaseomyces glabratus]	"YNL233W BNI4 SGDID_S000005177_ Chr XIV from 211922-214600_ Genome Release 64-5-1_ Verified ORF_ ""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck_ required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly"""
OG0002220	QNG12318.1 uncharacterized protein GWK60_B00165 [Nakaseomyces glabratus]	"YCL061C MRC1 SGDID_S000000566_ Chr III from 22106-18816_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""S-phase checkpoint protein required for DNA replication; couples DNA helicase and polymerase; stabilizes Pol2p at stalled replication forks during stress_ where it forms a pausing complex with Tof1p and is phosphorylated by Mec1p; defines a novel S-phase checkpoint with Hog1p that coordinates DNA replication and transcription upon osmostress; protects uncapped telomeres; Dia2p-dependent degradation mediates checkpoint recovery; exposure to ethanol affects localization; mammalian claspin homolog"""
OG0002221	QNG12898.1 uncharacterized protein GWK60_D03223 [Nakaseomyces glabratus]	"YJL001W PRE3 SGDID_S000003538_ Chr X from 435163-435227_435344-435926_ Genome Release 64-5-1_ Verified ORF_ ""Beta 1 subunit of the 20S proteasome; responsible for cleavage after acidic residues in peptides"""
OG0002222	QNG17003.1 uncharacterized protein GWK60_M06721 [Nakaseomyces glabratus]	"YNL032W SIW14 SGDID_S000004977_ Chr XIV from 574506-575351_ Genome Release 64-5-1_ Verified ORF_ ""Inositol phosphatase involved in inositol pyrophosphate metabolism; hydrolyzes the beta-phosphate from the 5-diphosphate group of PP-InsPs including_ 5PP-IP5 _IP7__ 1_5PP-IP4 _IP8_ and 5-PP-InsP4; functions as an anti-prion _anti-[PSI]_ component; member of the atypical dual-specificity subgroup of the protein tyrosine-phosphatase _PTP_ superfamily; localizes to the cytoplasm"""
OG0002223	QNG17190.1 uncharacterized protein GWK60_M11011 [Nakaseomyces glabratus]	"YDR087C RRP1 SGDID_S000002494_ Chr IV from 618306-617470_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Essential evolutionarily conserved nucleolar protein; necessary for biogenesis of 60S ribosomal subunits and for processing of pre-rRNAs to mature rRNA; associated with several distinct 66S pre-ribosomal particles"""
OG0002224	QNG12881.1 uncharacterized protein GWK60_D02849 [Nakaseomyces glabratus]	"YIL144W NDC80 SGDID_S000001406_ Chr IX from 78074-80149_ Genome Release 64-5-1_ Verified ORF_ ""Component of the kinetochore-associated Ndc80 complex; conserved coiled-coil protein involved in chromosome segregation_ spindle checkpoint activity_ and kinetochore assembly and clustering; evolutionarily conserved; complex members include Ndc80p_ Nuf2p_ Scp24p_ and Spc25p; modified by sumoylation"""
OG0002225	QNG17193.1 uncharacterized protein GWK60_M11099 [Nakaseomyces glabratus]	"YMR223W UBP8 SGDID_S000004836_ Chr XIII from 716715-718130_ Genome Release 64-5-1_ Verified ORF_ ""Ubiquitin-specific protease component of the SAGA acetylation complex; required for SAGA _Spt-Ada-Gcn5-Acetyltransferase_-mediated deubiquitination of histone H2B"""
OG0002226	QNG14590.1 uncharacterized protein GWK60_H10241 [Nakaseomyces glabratus]	"YBR062C YBR062C SGDID_S000000266_ Chr II from 366502-365976_366600-366585_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Protein of unknown function that interacts with Msb2p; may play a role in activation of the filamentous growth pathway"""
OG0002227	QNG16513.1 uncharacterized protein GWK60_L12815 [Nakaseomyces glabratus]	"YPL010W RET3 SGDID_S000005931_ Chr XVI from 535018-535587_ Genome Release 64-5-1_ Verified ORF_ ""Zeta subunit of the coatomer complex _COPI_; COPI coats Golgi-derived transport vesicles; involved in retrograde transport between Golgi and ER"""
OG0002228	QNG14479.1 uncharacterized protein GWK60_H07711 [Nakaseomyces glabratus]	"YGL243W TAD1 SGDID_S000003212_ Chr VII from 43307-44509_ Genome Release 64-5-1_ Verified ORF_ ""tRNA-specific adenosine deaminase; deaminates adenosine-37 to inosine in tRNA-Ala"""
OG0002229	QNG16406.1 uncharacterized protein GWK60_L10439 [Nakaseomyces glabratus]	"YGR116W SPT6 SGDID_S000003348_ Chr VII from 720409-724764_ Genome Release 64-5-1_ Verified ORF_ ""Histone chaperone; regulates chromatin structure_ transcription_ mRNA 3'-end formation and genome stability; role in chromatin remodeling and nucleosome assembly; required for initiation of DNA replication_ promoting origin licensing through MCM helicase loading; required for fidelity of promoter selection through maintenance of chromatin structure during transcription; required for H3K36 trimethylation but not dimethylation by Set2p"""
OG0002230	QNG15710.1 uncharacterized protein GWK60_K07161 [Nakaseomyces glabratus]	"YMR244C-A COA6 SGDID_S000004857_ Chr XIII from 758831-758517_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein involved in cytochrome c oxidase _Complex IV_ assembly; involved in delivery of copper to Complex IV; also required for efficient formation of respiratory supercomplexes comprised of Complexes III and IV; localizes to the mitochondrial intermembrane space; ortholog implicated in cardiac defects in zebrafish and human; transcription is induced in response to the DNA-damaging agent MMS; protein abundance increases in response to DNA replication stress"""
OG0002231	QNG16580.1 uncharacterized protein GWK60_L14465 [Nakaseomyces glabratus]	"YOR070C GYP1 SGDID_S000005596_ Chr XV from 457820-455907_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Cis-golgi GTPase-activating protein _GAP_ for yeast Rabs; the Rab family members are Ypt1p _in vivo_ and for Ypt1p_ Sec4p_ Ypt7p_ and Ypt51p _in vitro_; involved in vesicle docking and fusion; interacts with autophagosome component Atg8p"""
OG0002232	QNG15777.1 uncharacterized protein GWK60_K08701 [Nakaseomyces glabratus]	"YOR260W GCD1 SGDID_S000005786_ Chr XV from 813984-815720_ Genome Release 64-5-1_ Verified ORF_ ""Gamma subunit of the translation initiation factor eIF2B; the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression"""
OG0002233	QNG17296.1 uncharacterized protein GWK60_M13409 [Nakaseomyces glabratus]	"YMR288W HSH155 SGDID_S000004901_ Chr XIII from 845571-848486_ Genome Release 64-5-1_ Verified ORF_ ""U2-snRNP associated splicing factor; forms extensive associations with the branch site-3' splice site-3' exon region upon prespliceosome formation; similarity to the mammalian U2 snRNP-associated splicing factor SAP155"""
OG0002234	QNG14021.1 uncharacterized protein GWK60_G07227 [Nakaseomyces glabratus]	"YJL179W PFD1 SGDID_S000003715_ Chr X from 88787-89116_ Genome Release 64-5-1_ Verified ORF_ ""Subunit of heterohexameric prefoldin; prefoldin binds cytosolic chaperonin and transfers target proteins to it; involved in the biogenesis of actin and of alpha- and gamma-tubulin; prefoldin complex also localizes to chromatin of actively transcribed genes in the nucleus and facilitates transcriptional elongation"""
OG0002235	QNG16070.1 uncharacterized protein GWK60_L02673 [Nakaseomyces glabratus]	"YDR496C PUF6 SGDID_S000002904_ Chr IV from 1443403-1441433_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Pumilio-homology domain protein; binds the 3' UTR of ASH1 mRNA and represses its translation_ resulting in proper asymmetric localization of ASH1 mRNA; required at post-transcriptional step for efficient retrotransposition; absence results in decreased Ty1 Gag_GFP protein levels; co-sediments with the 60S ribosomal subunit and is required for its biogenesis"""
OG0002236	QNG13914.1 uncharacterized protein GWK60_G04785 [Nakaseomyces glabratus]	"YLR363C NMD4 SGDID_S000004355_ Chr XII from 853151-852495_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein that may be involved in nonsense-mediated mRNA decay; interacts with Nam7p_ relocalizes from nucleus to cytoplasmic foci upon DNA replication stress"""
OG0002237	QNG17170.1 uncharacterized protein GWK60_M10549 [Nakaseomyces glabratus]	"YNR020C ATP23 SGDID_S000005303_ Chr XIV from 668222-667410_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Putative metalloprotease of the mitochondrial inner membrane; required for processing of Atp6p; has an additional role in assembly of the F0 sector of the F1F0 ATP synthase complex; substrate of the Mia40p-Erv1p disulfide relay system_ and folding is assisted by Mia40p"""
OG0002238	QNG12938.1 uncharacterized protein GWK60_D04147 [Nakaseomyces glabratus]	"YHR037W PUT2 SGDID_S000001079_ Chr VIII from 181977-183704_ Genome Release 64-5-1_ Verified ORF_ ""Delta-1-pyrroline-5-carboxylate dehydrogenase; nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source; deficiency of human homolog ALDH4A1 causes type II hyperprolinemia _HPII__ an autosomal recessive inborn error of metabolism; human homolog ALDH4A1 can complement yeast null mutant"""
OG0002239	QNG12243.1 uncharacterized protein GWK60_A03135 [Nakaseomyces glabratus]	"YDR386W MUS81 SGDID_S000002794_ Chr IV from 1246084-1247982_ Genome Release 64-5-1_ Verified ORF_ ""Subunit of structure-specific Mms4p-Mus81p endonuclease; cleaves branched DNA and DNA-protein cross-links; involved in DNA repair_ replication fork stability_ and joint molecule formation/resolution during meiotic recombination; promotes template switching during break-induced replication _BIR__ causing non-reciprocal translocations _NRTs_; helix-hairpin-helix protein; phosphorylation of non-catalytic subunit Mms4p by Cdc28p and Cdc5p during mitotic cell cycle activates function of Mms4p-Mus81p"""
OG0002240	QNG15895.1 uncharacterized protein GWK60_K11429 [Nakaseomyces glabratus]	"YKL122C SRP21 SGDID_S000001605_ Chr XI from 212998-212495_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Subunit of the signal recognition particle _SRP_; SRP functions in protein targeting to the endoplasmic reticulum membrane; not found in mammalian SRP; forms a pre-SRP structure in the nucleolus that is translocated to the cytoplasm"""
OG0002241	QNG14778.1 uncharacterized protein GWK60_I03971 [Nakaseomyces glabratus]	"YPR166C MRP2 SGDID_S000006370_ Chr XVI from 876629-876282_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Mitochondrial ribosomal protein of the small subunit"""
OG0002242	QNG17244.1 uncharacterized protein GWK60_M12221 [Nakaseomyces glabratus]	"YAL048C GEM1 SGDID_S000000046_ Chr I from 54789-52801_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Outer mitochondrial membrane GTPase_ subunit of the ERMES complex; potential regulatory subunit of the ERMES complex that links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth; cells lacking Gem1p contain collapsed_ globular_ or grape-like mitochondria; ortholog of metazoan Miro GTPases"""
OG0002243	QNG15026.1 uncharacterized protein GWK60_J03487 [Nakaseomyces glabratus]	"YOR245C DGA1 SGDID_S000005771_ Chr XV from 795332-794076_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Diacylglycerol acyltransferase; catalyzes the terminal step of triacylglycerol _TAG_ formation_ acylates diacylglycerol using acyl-CoA as an acyl donor; Lro1p and Dga1p can O-acylate ceramides; localized to lipid particles"""
OG0002244	QNG15112.1 uncharacterized protein GWK60_J05445 [Nakaseomyces glabratus]	"YNL139C THO2 SGDID_S000005083_ Chr XIV from 365717-360924_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Subunit of the THO complex; THO is required for efficient transcription elongation and involved in transcriptional elongation-associated recombination; required for LacZ RNA expression from certain plasmids"""
OG0002245	QNG16204.1 UGP1 [Nakaseomyces glabratus]	"YKL035W UGP1 SGDID_S000001518_ Chr XI from 369891-371390_ Genome Release 64-5-1_ Verified ORF_ ""UDP-glucose pyrophosphorylase _UGPase_; catalyses the reversible formation of UDP-Glc from glucose 1-phosphate and UTP_ involved in a wide variety of metabolic pathways_ expression modulated by Pho85p through Pho4p; involved in PKA-mediated oxidative stress resistance and long-term survival in stationary phase; UGP1 has a paralog_ YHL012W_ that arose from the whole genome duplication"""
OG0002246	QNG14688.1 uncharacterized protein GWK60_I01859 [Nakaseomyces glabratus]	"YPR173C VPS4 SGDID_S000006377_ Chr XVI from 887837-886524_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""AAA-ATPase involved in multivesicular body _MVB_ protein sorting; ATP-bound Vps4p localizes to endosomes and catalyzes ESCRT-III disassembly and membrane release; ATPase activity is activated by Vta1p; regulates cellular sterol metabolism"""
OG0002247	QNG17098.1 uncharacterized protein GWK60_M08921 [Nakaseomyces glabratus]	"YDR473C PRP3 SGDID_S000002881_ Chr IV from 1405854-1404445_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Splicing factor; component of the U4/U6-U5 snRNP complex"""
OG0002248	QNG15171.1 uncharacterized protein GWK60_J06787 [Nakaseomyces glabratus]	"YPL117C IDI1 SGDID_S000006038_ Chr XVI from 328730-327864_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Isopentenyl diphosphate_dimethylallyl diphosphate isomerase; catalyzes an essential activation step in the isoprenoid biosynthetic pathway; required for viability; isopentenyl diphosphate_dimethylallyl diphosphate isomerase is also known as IPP isomerase"""
